Nome;Estado;NAlunos;NotaPT;NotaRed;NotaMat;NotaCH;NotaCN
Escola468;AP;13;428.88;215.38;399.75;477.8;421.68
Escola469;AP;51;465.39;378.43;414.65;511.15;437.21
Escola470;AP;84;476.06;406.19;410.03;506.31;444.51
Escola471;AP;24;441.05;406.67;404.62;480.46;426.69
Escola472;AP;15;416.55;300;396.27;486.7;420.71
Escola473;AP;86;442.36;383.72;417.32;482.78;436.17
Escola474;AP;254;512.41;518.35;442.09;548.97;468.39
Escola475;AP;53;473.41;415.09;423.21;514.9;438.16
Escola476;AP;230;485.01;457.3;432.14;515.76;455.6
Escola477;AP;48;463.89;422.5;429.11;514.44;446.66
Escola478;AP;58;462.47;387.24;416.27;497.76;447.28
Escola479;AP;24;489.33;467.5;423.81;522.83;448.1
Escola480;AP;77;472.47;442.58;432.3;512.89;452.03
Escola481;AP;117;477.35;421.54;419.16;512.02;458.45
Escola482;AP;66;495.37;504.24;456.35;540.72;475.28
Escola483;AP;50;521.2;567.6;486.98;567.41;500.29
Escola484;AP;19;462.14;450.53;440.83;497.25;441.02
Escola485;AP;58;464.85;374.14;416.93;488.94;446.64
Escola486;BA;67;496.28;410.45;430.78;519.91;470.33
Escola487;BA;65;493.88;475.38;435.77;518.53;461.58
Escola488;BA;27;511.51;467.41;470.16;550.32;474.43
Escola489;BA;80;522.82;534.5;494.82;563.83;503.58
Escola490;BA;166;498.1;414.1;455.63;543.75;474.96
Escola491;BA;38;588.33;631.58;633.66;629.42;612.18
Escola492;BA;33;561.48;613.94;593.03;588.38;548.52
Escola493;BA;22;558.65;700.91;593.58;610.73;559.97
Escola494;BA;21;577.02;628.57;520.23;603.08;547.2
Escola495;BA;15;531.29;566.67;481.97;583.89;520.43
Escola496;BA;24;466.55;452.5;405.29;514.32;436.82
Escola497;BA;28;507.53;468.57;440.69;538.26;468.4
Escola498;BA;141;490.06;494.75;436.73;530.16;470.03
Escola499;BA;21;577.73;719.05;573.67;642.62;574.34
Escola500;BA;22;551.02;604.55;515.67;581.44;517.27
Escola501;BA;52;503.14;501.92;467.86;536.48;467.58
Escola502;BA;17;468.13;382.35;446.58;512.36;477.91
Escola503;BA;18;532.82;578.89;535.13;562.82;529.89
Escola504;BA;28;460.52;411.43;416.7;525.06;457.88
Escola505;BA;82;452.75;344.88;421.67;477.56;440.4
Escola506;BA;88;450.81;317.98;412.05;484.74;445.06
Escola507;BA;42;483.39;440.95;447.14;519.48;467.28
Escola508;BA;20;514.79;519;460.51;562.01;500.4
Escola509;BA;13;532.95;607.69;498.75;556.11;479.91
Escola510;BA;224;498.38;461.52;445.98;522.95;464.4
Escola511;BA;98;491.24;460.41;452.97;537.6;461.31
Escola512;BA;53;474.79;396.98;435.35;510.44;462.14
Escola513;BA;54;559.26;684.07;541.99;606.62;542.93
Escola514;BA;36;530.37;612.22;521.45;581.17;525.86
Escola515;BA;45;565.31;688;571.92;595.77;563.19
Escola516;BA;23;566.61;688.7;602.37;608.74;578.86
Escola517;BA;34;587.43;681.76;612.33;634.9;590.73
Escola518;BA;149;496.13;488.19;441.4;532.8;469.87
Escola519;BA;35;553.38;608;583.45;594.99;554.09
Escola520;BA;24;522.43;587.5;523.78;569.03;549.66
Escola521;BA;109;475.38;442.02;441.23;522.4;485.37
Escola522;BA;38;455.58;403.16;417.05;495.8;456.4
Escola523;BA;30;504.75;441.33;470.84;541.08;472.14
Escola524;BA;27;552.91;597.04;563.11;587.89;557.76
Escola525;BA;23;537.81;586.96;505.24;576.08;542.53
Escola526;BA;12;561.43;671.67;581.78;627.8;589.07
Escola527;BA;16;477.37;533.75;459.88;502.08;467.63
Escola528;BA;82;536.78;588.54;506.02;577.65;523.04
Escola529;BA;24;470.45;432.5;477.81;517.33;481.63
Escola530;BA;83;473.08;409.93;428.66;516.49;454.73
Escola531;BA;88;507.1;525.55;499.98;550.78;488.3
Escola532;BA;89;519.86;555.73;475.34;562.98;484.6
Escola533;BA;28;551.06;605;602.11;600.74;557.7
Escola534;BA;87;491.44;471.72;434.96;524.52;459.56
Escola535;BA;18;479.14;455.56;438.97;519.89;445.61
Escola536;BA;14;527.59;574.29;424.42;567.32;482.86
Escola537;BA;184;512.04;468.26;441.99;542.71;467.73
Escola538;BA;16;502.68;471.25;473.15;544.58;483.39
Escola539;BA;31;521.02;549.03;454.82;560.08;486.15
Escola540;BA;11;521.22;518.18;459.51;556.49;492.2
Escola541;BA;56;550.92;587.86;518.21;585.82;531.2
Escola542;BA;24;533.2;517.5;479.23;564.95;505.09
Escola543;BA;19;548.64;586.32;491.36;579.25;520.17
Escola544;BA;118;483.16;455.59;428.77;522.51;457.97
Escola545;BA;45;554.14;602.22;554.89;593.81;562.8
Escola546;BA;14;527.28;602.86;547.54;569.16;535.83
Escola547;BA;100;510.82;462.4;450.14;547.05;470.94
Escola548;BA;74;477.26;414.05;421.12;506.52;451.04
Escola549;BA;66;488.69;470.61;443.6;523;465.51
Escola550;BA;75;464.76;373.07;415.87;498.66;447.67
Escola551;BA;72;471.31;434.17;424.01;503.36;436.9
Escola552;BA;26;489.93;500.77;454.08;523.33;462.05
Escola553;BA;123;467.22;402.93;434.2;505.19;461.49
Escola554;BA;61;473.69;427.21;432.82;516.84;455.09
Escola555;BA;66;506.01;482.73;478.11;544.69;487.52
Escola556;BA;18;512.04;486.67;437.21;532.53;466.03
Escola557;BA;57;472.73;409.82;407.07;506.45;458.33
Escola558;BA;34;488.5;464.12;437.88;520.74;477.75
Escola559;BA;104;518.79;550;486.94;565.58;520.35
Escola560;BA;26;522;585.38;493.14;569.44;487.4
Escola561;BA;18;524.54;526.67;467.47;553.3;502.26
Escola562;BA;35;469.79;426.29;429.68;518.04;461.55
Escola563;BA;21;539.03;587.62;484.63;570.64;517.51
Escola564;BA;39;493.02;452.82;484.94;529.39;484.55
Escola565;BA;103;476.19;394.95;419.84;511.94;451.94
Escola566;BA;15;562.27;600;557.89;596.64;508.94
Escola567;BA;12;574.7;660;575.48;583.33;526.44
Escola568;BA;45;470.86;403.56;408.27;512.7;440.98
Escola569;BA;10;517.13;460;428.64;524.07;466.25
Escola570;BA;12;484.22;391.67;420.24;506.36;452.72
Escola571;BA;27;490.09;409.63;397.33;513.01;443.2
Escola572;BA;76;506.95;480;441.57;542.73;461.18
Escola573;BA;14;480.04;442.86;412.92;529.08;444.33
Escola574;BA;13;553.33;560;555.91;599.36;556.58
Escola575;BA;21;558.41;635.24;527.38;581.01;549.9
Escola576;BA;20;556.52;582.5;485.49;561.93;519.87
Escola577;BA;27;531.69;565.93;493.25;583.89;517.11
Escola578;BA;36;479.95;421.67;449.03;527.85;469.94
Escola579;BA;65;493.43;457.54;452.83;524.35;453.53
Escola580;BA;87;460.15;338.39;424.71;492.2;455.43
Escola581;BA;81;460.62;364.69;420.31;503.41;450.8
Escola582;BA;25;532.6;571.2;528.02;566.26;525.67
Escola583;BA;60;465.72;382;422.48;495.72;449.68
Escola584;BA;99;505.32;480.81;458.59;543.21;467.12
Escola585;BA;105;497.15;513.63;446.06;526.43;471.98
Escola586;BA;38;521.48;541.05;528.67;570.52;495.77
Escola587;BA;28;577.55;634.29;608.59;624.88;570.51
Escola588;BA;19;567.36;694.74;546.86;633.28;565.41
Escola589;BA;35;552.35;606.29;558.8;601.84;556.68
Escola590;BA;24;584.38;715.83;668.95;627.55;588.25
Escola591;BA;50;470.59;409.2;406.96;493.22;449.39
Escola592;BA;16;533.36;538.75;506.71;582.36;501.32
Escola593;BA;12;545.64;511.67;484.15;558.18;514.43
Escola594;BA;22;512.71;528.18;504.05;556.78;477.73
Escola595;BA;18;460.08;427.78;400.96;498.79;439.24
Escola596;BA;12;547.38;563.33;508.26;585.88;516.23
Escola597;BA;18;515.74;590.06;498.16;536.81;471.74
Escola598;BA;16;540.58;532.5;518.97;580.44;528.72
Escola599;BA;77;488.7;441.3;424.09;513.83;447.94
Escola600;BA;99;487.57;465.45;437.46;527.82;460.18
Escola601;BA;90;553.46;603.11;538.39;602.4;522.9
Escola602;BA;18;536.02;538.89;513.44;555.53;523.81
Escola603;BA;16;550.81;635;588.9;606.88;554.13
Escola604;BA;13;534.15;570.77;510.98;559.95;503.34
Escola605;BA;33;584.04;659.39;589.38;628.44;570.45
Escola606;BA;14;583.17;611.43;553.63;611.23;575.31
Escola607;BA;49;464.69;380.41;415.4;501.42;454.25
Escola608;BA;27;489.95;452.59;418.28;534.54;470.31
Escola609;BA;76;498.81;463.16;444.57;530.6;453.86
Escola610;BA;137;540.71;524.96;493.59;568.35;505.58
Escola611;BA;58;481.37;403.79;424.94;515.05;456.44
Escola612;BA;271;491.41;458.3;448.55;534.62;469.34
Escola613;BA;17;474.91;284.71;439.16;502.21;439.97
Escola614;BA;54;462.34;336.67;406.34;494.82;443.67
Escola615;BA;56;497.79;478.21;458.19;539.57;471.12
Escola616;BA;35;478.78;418.29;432.42;531.81;446.76
Escola617;BA;14;486.89;474.29;414.3;502.96;453.64
Escola618;BA;22;475;359.09;417.88;505.09;448.75
Escola619;BA;14;500.04;380;425.77;516.71;448.79
Escola620;BA;112;499.82;438.39;450.94;529.11;475.12
Escola621;BA;12;444.72;411.67;394.88;507.89;457.33
Escola622;BA;70;494.83;406;448.51;533.49;471.19
Escola623;BA;43;520.33;523.26;468.76;541.51;482.23
Escola624;BA;68;525.43;530.29;459.54;562.07;491.94
Escola625;BA;23;507.56;465.22;458.76;553.27;473.33
Escola626;BA;18;520.21;510;451.52;549.87;468.32
Escola627;BA;63;486.69;393.97;435.99;529.65;469.7
Escola628;BA;16;446.84;420;399.58;502.65;448.06
Escola629;BA;21;484.69;476.19;456.73;524.15;471.4
Escola630;BA;174;499.74;467.38;446.77;535.84;463.52
Escola631;BA;60;482.71;451.67;431.44;521.67;445.39
Escola632;BA;338;530.7;531.51;484.17;568.05;491.53
Escola633;BA;83;497.81;483.61;437.4;532.46;462.82
Escola634;BA;39;564.58;589.23;537.18;610.5;539.73
Escola635;BA;81;564.14;555.06;535.26;593.48;527.5
Escola636;BA;102;593.89;627.65;601.11;645.21;577.23
Escola637;BA;109;565.73;600.61;558.21;599.12;556.48
Escola638;BA;20;509.9;505;456.45;563.12;501.21
Escola639;BA;44;586.21;674.09;584.14;624.37;582.55
Escola640;BA;59;589.5;635.59;584.5;620.14;570.89
Escola641;BA;54;599.79;738.89;614.96;644.49;581.87
Escola642;BA;60;636.45;791;765.76;687.22;685.82
Escola643;BA;55;535.37;566.55;497.19;572.14;504.83
Escola644;BA;14;549.85;491.43;529.24;578.5;514
Escola645;BA;21;523.17;497.14;467.57;549.83;486.86
Escola646;BA;45;587.71;650.67;578.24;623.32;571.91
Escola647;BA;55;626.99;699.64;699.87;669.64;642.74
Escola648;BA;67;550.6;528.9;528.24;584.89;520.68
Escola649;BA;12;508.55;556.67;500.48;588.43;499.73
Escola650;BA;11;498.52;578.18;477.45;543.7;490.53
Escola651;BA;81;496.91;501.23;441.2;527.4;464.08
Escola652;BA;23;570.32;660;521.84;608.97;535.47
Escola653;BA;21;557.75;591.43;541.91;601.85;545.78
Escola654;BA;129;468.57;396.28;410.71;501.87;455.28
Escola655;BA;30;484.4;476.67;440.41;513.64;477.83
Escola656;BA;201;518.96;502.89;476.13;554.05;496.08
Escola657;BA;72;558.32;603.57;551.51;602.56;556.43
Escola658;BA;19;537.83;553.68;494.79;563.94;508.79
Escola659;BA;27;561.62;591.11;607.58;605.75;560.59
Escola660;BA;15;523.15;554.67;449.16;562.79;498.6
Escola661;BA;92;470.56;389.35;423.28;507.81;454.81
Escola662;BA;83;491.96;477.11;452.05;525.3;473.56
Escola663;BA;131;457.62;383.82;420.09;501.06;443.1
Escola664;BA;16;540.26;596.25;521.62;586.44;526.41
Escola665;BA;33;430.65;340.61;391.83;440.29;428.61
Escola666;BA;49;451.64;379.18;403.82;474.75;442.4
Escola667;BA;45;458.57;398.22;415.64;505;435.96
Escola668;BA;52;457.84;366.15;405.09;501.35;439.11
Escola669;BA;20;445.59;346;422.82;512.5;481.68
Escola670;BA;10;515.97;560;462.47;544.36;482.8
Escola671;BA;10;524.5;524;475.15;535.03;479.88
Escola672;BA;92;478.77;453.82;436.72;523.38;467.11
Escola673;BA;77;521.26;526.75;498.41;560.27;497.39
Escola674;BA;111;474.56;434.77;424.86;504.44;444.22
Escola675;BA;97;476.42;404.74;425.09;510.09;448.76
Escola676;BA;51;503.93;422.35;435.27;540.24;470.11
Escola677;BA;36;467.81;370.56;420.76;520.17;458.82
Escola678;BA;16;519.74;411.25;444.4;543.52;480.47
Escola679;BA;160;502.53;491;439.26;534.83;477.13
Escola680;BA;46;554.47;665.22;501.29;607.66;515.63
Escola681;BA;44;600.74;676.82;588.59;639.44;585.43
Escola682;BA;75;557.58;652.73;551.89;605.71;553.02
Escola683;BA;49;549.07;573.41;507.1;583.58;531.53
Escola684;BA;16;525.42;575;455.77;565.13;496.15
Escola685;BA;98;591.92;673.47;620.38;631.62;599.15
Escola686;BA;26;508.73;528.46;483.12;556.01;503.61
Escola687;BA;16;520.36;602.5;476.38;576.36;515.16
Escola688;BA;19;525.8;508.42;445.86;565.39;480.19
Escola689;BA;17;484.48;438.82;437.91;543.38;465.56
Escola690;BA;45;475.23;372.44;423.32;510.53;433.22
Escola691;BA;111;491.82;479.1;451.28;526.36;462.53
Escola692;BA;17;574.68;635.29;574.02;627.94;577.26
Escola693;BA;43;508.03;581.4;511.71;570.23;498.62
Escola694;BA;107;497.37;452.71;457.34;529.46;464.35
Escola695;BA;19;576.89;668.42;568.13;626.59;520.41
Escola696;BA;13;570.1;630.77;555.8;604.02;568.94
Escola697;BA;18;481.01;457.78;454.56;523.7;467.79
Escola698;BA;70;509.42;478.86;445.8;535.45;483.65
Escola699;BA;178;492.38;446.4;445.53;530.61;472.3
Escola700;BA;63;549.62;609.84;533.6;598.38;529
Escola701;BA;96;534.8;632.29;529.85;598.24;542.71
Escola702;BA;28;563.73;632.14;546.46;600.3;557.01
Escola703;BA;80;544.19;579.75;534.92;583.67;517.95
Escola704;BA;26;517.6;506.54;521.5;571.5;492.65
Escola705;BA;59;546.36;645.42;581.73;614.76;569.8
Escola706;BA;19;533.21;562.11;521.61;562.64;527.46
Escola707;BA;169;492.31;426.04;440.97;530.75;461.71
Escola708;BA;32;573.85;631.25;569.4;616.16;548.83
Escola709;BA;18;602.36;703.33;565.94;638.76;579.68
Escola710;BA;74;548.53;638.92;536.47;589.4;541.16
Escola711;BA;124;508.96;500.72;447.28;546.23;473.54
Escola712;BA;48;490.53;440.83;428.01;533.16;457.41
Escola713;BA;170;491.08;455.29;438.33;531.26;461.8
Escola714;BA;102;497.84;484.9;435;535.83;455.88
Escola715;BA;65;483.76;430.15;424.72;515.11;446.79
Escola716;BA;54;500.14;506.67;429.3;538.73;468.39
Escola717;BA;135;497.76;478.37;427.57;537.9;470.11
Escola718;BA;20;556.75;590;536.86;596.61;525.54
Escola719;BA;46;567.3;641.74;526.3;598.18;546.15
Escola720;BA;23;574.12;706.09;514.21;612.57;544.93
Escola721;BA;174;570.03;671.26;604.08;614.3;577.18
Escola722;BA;20;538.14;588;449.34;550.38;492.47
Escola723;BA;12;578.07;616.67;481.22;605.88;536.96
Escola724;BA;89;560.09;662.53;519.7;597.62;547.62
Escola725;BA;14;560.26;661.43;511.55;593.44;542.39
Escola726;BA;66;475.48;404.85;425.44;510.87;459.93
Escola727;BA;63;479.4;423.17;450.2;517.23;453.64
Escola728;BA;40;474.33;373.5;418.67;498.04;452.23
Escola729;BA;15;575.97;568;555.81;592.91;528.91
Escola730;BA;19;544.99;621.05;574.81;624.61;562.6
Escola731;BA;15;469.27;352;447.1;533.45;447.84
Escola732;BA;115;473.43;387.13;441.65;514.08;464.2
Escola733;BA;103;489.62;450.87;453.45;531.56;480.4
Escola734;BA;16;558.54;688.75;496.83;617.11;559.48
Escola735;BA;218;485.59;469.63;443.73;539.57;468.8
Escola736;BA;59;516.72;562.37;506.37;575.17;500.53
Escola737;BA;26;584.89;650.77;640.68;626.53;593.81
Escola738;BA;11;546.25;523.64;500.25;580.84;485.32
Escola739;BA;23;542.33;595.65;591.32;600.11;551.8
Escola740;BA;18;531.53;520;497.52;573.48;516.87
Escola741;BA;39;464.83;347.18;423.57;492.73;460.87
Escola742;BA;37;491.81;407.03;461.47;515.2;448.56
Escola743;BA;12;517.39;491.67;499.78;584.12;504.76
Escola744;BA;64;488.98;446.56;455.47;532;481.6
Escola745;BA;97;476.45;405.98;423.46;501.01;443.24
Escola746;BA;96;490.2;437.08;440.94;520.96;457.27
Escola747;BA;96;544.67;588.96;525.34;588.66;522.97
Escola748;BA;12;521.49;615;488.04;573.27;490.17
Escola749;BA;25;526.16;530.4;505.52;573.68;497.44
Escola750;BA;27;540.29;647.41;502.4;574.69;517.75
Escola751;BA;22;553.07;610.91;578.05;595.88;565.99
Escola752;BA;31;540.43;538.06;522.34;587.94;536.14
Escola753;BA;29;552.27;631.03;537.01;591.22;520.22
Escola754;BA;48;471;390;420.56;511.26;454.39
Escola755;BA;33;469.81;409.09;449.48;510.37;464.1
Escola756;BA;29;486.07;417.93;432.65;514.53;467.66
Escola757;BA;32;524.89;555.63;514.54;551.97;508.13
Escola758;BA;15;525.62;592;445.83;576.33;501.2
Escola759;BA;68;524.76;537.65;537.13;577.52;513.44
Escola760;BA;141;485.93;445.53;430.56;522.43;458.87
Escola761;BA;60;496.16;471;443.13;520.79;471.81
Escola762;BA;167;519.91;523.47;470.16;562.77;481.13
Escola763;BA;21;541.5;621.9;601.1;606.03;563.79
Escola764;BA;46;553.4;608.7;564.88;594.14;529.77
Escola765;BA;19;557.29;665.26;562.11;612.83;539.09
Escola766;BA;60;575.84;656;587.67;621.83;557.57
Escola767;BA;49;578.64;704.9;535.28;602.82;522.68
Escola768;BA;105;459.17;357.14;414.66;500.37;447.76
Escola769;BA;11;527.25;641.82;515.56;577.88;522.36
Escola770;BA;16;488.08;510;494.24;553.26;481.84
Escola771;BA;65;490.45;425.54;448.71;514.3;466.78
Escola772;BA;15;509.46;526.67;509.99;552.3;514.26
Escola773;BA;204;475.7;429.12;426.52;509.46;456.92
Escola774;BA;74;470.99;450.93;435.93;519.08;459.67
Escola775;BA;46;472.63;422.17;432.9;517.35;464.08
Escola776;BA;75;531.49;544.27;510.73;571.07;512.13
Escola777;BA;21;480.82;424.76;428.52;508.3;428.9
Escola778;BA;335;498.25;466.07;452.91;527.22;464.69
Escola779;BA;12;520.92;540;514.94;558.13;534.56
Escola780;BA;60;542.94;627;532.71;593.93;527.75
Escola781;BA;23;527.82;532.17;506.96;566.65;525.27
Escola782;BA;34;506.75;511.18;472.48;549.85;489.04
Escola783;BA;32;518.63;601.88;479.63;562.7;499.77
Escola784;BA;17;528.65;580;493.84;561.36;519.44
Escola785;BA;30;459;402.67;415.38;488.44;461.93
Escola786;BA;18;465.53;358.89;419.46;491.95;446.42
Escola787;BA;15;471.88;449.33;405.51;482.51;436.06
Escola788;BA;25;464.69;364;418.48;517.19;434.89
Escola789;BA;293;494.16;443.96;439.23;529.12;462.26
Escola790;BA;209;479.97;411;430.4;512.19;447.29
Escola791;BA;66;479.21;403.94;426.29;524.21;451.71
Escola792;BA;26;511.17;470;469.05;542.52;466.34
Escola793;BA;69;575.29;627.83;582.84;616.38;565.18
Escola794;BA;22;569.11;606.36;576.57;623.95;569.84
Escola795;BA;40;589.78;644;616.62;627.94;578.76
Escola796;BA;10;561.68;514;515.28;584.04;505.44
Escola797;BA;28;526.36;543.57;511.82;576.39;501.1
Escola798;BA;43;542.37;583.26;519.71;585.53;530.81
Escola799;BA;46;539.96;533.91;492.96;576;517.86
Escola800;BA;118;585.36;709.66;628.19;634.56;603.67
Escola801;BA;65;585.28;686.77;630.08;629.9;596.7
Escola802;BA;54;501.06;466.67;462.27;541.94;474.48
Escola803;BA;16;530.99;617.5;524.63;577.74;537.35
Escola804;BA;199;500.73;500.6;456.35;542.06;481.49
Escola805;BA;19;571.03;614.74;651.29;617.04;581.36
Escola806;BA;27;572.26;711.85;622.75;605.46;573.17
Escola807;BA;24;565.72;599.17;558.13;603.37;552
Escola808;BA;115;491.75;500;457.21;526.16;484.03
Escola809;BA;18;553.53;648.89;560.83;603.34;535.67
Escola810;BA;20;546.72;579;516.63;578.15;506.87
Escola811;BA;39;471.14;373.85;410.68;501.62;436.68
Escola812;BA;69;494.85;446.38;433.13;528.48;457.11
Escola813;BA;62;462.24;364.19;402.89;492.17;448.53
Escola814;BA;83;490.95;443.61;430.79;521.85;458.92
Escola815;BA;98;479.79;442.04;426.75;510.66;452.07
Escola816;BA;34;499.85;427.65;420.26;533.06;443.61
Escola817;BA;36;469.87;381.11;420.32;519.2;467.79
Escola818;BA;70;490.29;456.29;441.73;527.26;446.76
Escola819;BA;45;505.34;456.89;445.42;521.98;455.43
Escola820;BA;37;470.07;435.14;434.44;514.93;452.9
Escola821;BA;43;537.44;605.58;626.65;592.78;562.49
Escola822;BA;30;533.02;655.33;630.08;594.61;559.55
Escola823;BA;34;486.35;388.24;425.39;509.81;454.68
Escola824;BA;92;474.86;403.7;430.04;500.43;437.19
Escola825;BA;63;547.92;605.71;584.95;594.87;547.88
Escola826;BA;97;488.36;431.34;429.87;521.73;467.38
Escola827;BA;10;560.69;678;546.88;590.44;552.62
Escola828;BA;23;472.55;348.7;437.31;529.09;467.69
Escola829;BA;17;541.03;540;507.62;572.08;521.25
Escola830;BA;74;467.48;337.84;430.09;493.21;449
Escola831;BA;23;456.33;401.74;455.27;483.78;465.65
Escola832;BA;86;469.77;383.49;423.35;508.31;445.17
Escola833;BA;181;482.57;439.89;441.63;525.96;477.03
Escola834;BA;14;566.21;721.43;580.16;627.08;554.81
Escola835;BA;50;457.8;366.8;412.72;499.48;437.13
Escola836;BA;121;487.27;441.32;430.54;509.26;452.16
Escola837;BA;93;502.02;468.82;456.1;529.77;467.07
Escola838;BA;65;547.86;610.46;531.79;579.76;528.01
Escola839;BA;62;533.34;560.97;531.4;565.31;516.88
Escola840;BA;22;543.38;454.55;483.24;570.06;506.47
Escola841;BA;60;550.98;591.33;512.87;584.7;528.12
Escola842;BA;64;466.28;346.88;427.35;501.95;452.92
Escola843;BA;23;448.99;406.96;401.18;504.72;434.71
Escola844;BA;13;516.8;572.31;502.82;542.12;482.92
Escola845;BA;132;490.92;448.48;443.26;528.72;474.43
Escola846;BA;71;489.73;435.77;435.64;524.1;457.11
Escola847;BA;79;468.45;412.41;437.21;511.13;454.05
Escola848;BA;13;553.32;592.31;609.45;584.35;565.13
Escola849;BA;12;520.43;563.33;482.08;582.62;495.03
Escola850;BA;71;571.94;681.69;561.55;607.84;552.81
Escola851;BA;174;497.72;461.15;446.89;534.19;463.52
Escola852;BA;140;485.29;438.3;435.1;532.18;465.58
Escola853;BA;41;571.37;658.54;541.94;613.48;562.26
Escola854;BA;19;549.05;567.37;519.03;578.42;527.91
Escola855;BA;20;558.83;550;501.52;580.9;530.73
Escola856;BA;19;555.94;574.74;516.28;587.5;519.21
Escola857;BA;33;592.4;657.58;616.45;634.77;592.14
Escola858;BA;14;608.74;691.43;658.76;657.21;594.61
Escola859;BA;21;545.89;556.19;520.12;589.88;517.2
Escola860;BA;21;545.69;654.29;496.84;601.65;521.36
Escola861;BA;11;492.74;472.73;441.99;517.09;446.55
Escola862;BA;23;500.33;473.04;421.87;525.53;443.77
Escola863;BA;18;474.97;408.89;407.58;504.63;439.36
Escola864;BA;24;474.75;411.67;422.93;509.08;449.03
Escola865;BA;19;574.77;646.32;535.59;613.93;550.66
Escola866;BA;28;541.18;552.86;528.32;580.19;525.06
Escola867;BA;133;483.27;460.15;451.58;517.08;464.93
Escola868;BA;28;464.61;388.57;454.83;499.62;480.01
Escola869;BA;22;558.66;606.36;473.51;570.65;517.94
Escola870;BA;43;556.04;575.35;531.46;588.66;543.83
Escola871;BA;38;487.39;465.79;475.16;513.58;482.94
Escola872;BA;43;491.59;438.14;455.2;527.5;472.42
Escola873;BA;22;487.62;411.82;418.93;524.88;454.51
Escola874;BA;62;484.14;455.48;439.86;525.94;459.49
Escola875;BA;23;531.11;625.22;495.95;568.06;504.79
Escola876;BA;41;485.5;411.22;417.3;499.2;459.83
Escola877;BA;12;544.63;556.67;509.63;551.15;507.5
Escola878;BA;35;466.65;434.86;412.28;513.97;433.13
Escola879;BA;123;507.97;473.5;444.44;546.28;465.2
Escola880;BA;36;481.14;410.56;431.3;524.56;460.73
Escola881;BA;55;500.32;467.64;432.07;533.98;457.28
Escola882;BA;160;497.17;454.41;441.57;524.51;449.91
Escola883;BA;267;531.81;569.03;513.51;580.01;519.9
Escola884;BA;188;491.74;414.15;437.78;524.55;450.41
Escola885;BA;193;490.05;433.16;434.07;523.27;455.8
Escola886;BA;247;493.25;425.18;441.72;526.12;460.1
Escola887;BA;41;515.03;462.44;429.92;518.8;444.69
Escola888;BA;150;504.99;472.4;455.94;535.77;465.24
Escola889;BA;60;490.05;451.33;443.95;517.35;463.04
Escola890;BA;24;498.62;420;420.92;512.14;450.29
Escola891;BA;171;480.26;416.37;441.22;515.94;456.39
Escola892;BA;130;497.57;476.38;438.12;522.39;451.1
Escola893;BA;80;504.15;462.75;444.06;536.8;467.88
Escola894;BA;402;500.44;466.85;445.16;534.47;460.41
Escola895;BA;27;497.9;464.44;458.27;538.95;455.85
